,vietnamese,indian,spanish_portuguese,jewish,french,central_southamerican,cajun_creole,thai,scandinavian,greek,american,african,middleeastern,easterneuropean_russian,italian,irish,mexican,chinese,german,mediterranean,japanese,moroccan,southern_soulfood,english_scottish,asian,southwestern,east_asian,western,korean,canada,turkey,caribbean,bangladesh,israel,iran,eastern-europe,south-african,belgium,netherlands,philippines,indonesia,east-african,switzerland,west-african,north-african,pakistan,lebanon,malaysia,austria
turkey,0.5304349784809865,0.39163148401273773,0.17747068491909046,0.3069941279575601,0.28933548468103243,0.21332473280584552,0.26749838609951004,0.5407049492930562,0.4619032848810607,0.2737999105613538,0.24961084943569556,0.2638678146448351,0.22935872046764505,0.29087066015069685,0.2382196911110127,0.42580599379859074,0.2729084167594257,0.578899572908216,0.38307382904325404,0.24064952470227075,0.6090338391656516,0.3197802248792381,0.31781637161263687,0.38928919282296626,0.5650634845944209,0.3331288329381764,0.5694999046772629,0.28143687737543066,0.5823137361729931,0.21693695387678658,0.0,0.22510749885442272,0.5644728938022971,0.42346649936036806,0.25434322929169684,0.24037727228841343,0.4338049660964143,0.4623337033255499,0.5308206866592196,0.3471709187343375,0.40232332231249657,0.2997649186182386,0.4247240200137554,0.3177987760265626,0.2341750209147554,0.3449174869820181,0.3225246393766271,0.40973534048268057,0.5234214502106025
caribbean,0.3277253411822164,0.23896473810700325,0.1470339096300861,0.3162644900986433,0.3358820023810839,0.10101668952456733,0.15602498058999614,0.29484235501683265,0.5350165716483899,0.31680845509170874,0.25378192932149135,0.1694033189695905,0.23590803967028195,0.3636533014955984,0.2849203337283499,0.48279361036521784,0.1484989599043135,0.39064996083788794,0.4252121428477206,0.2705956803161327,0.4664306238869589,0.2539879929434743,0.30675110907484215,0.47157191099657025,0.33606394224904856,0.16620567697269995,0.4218022174214239,0.3100220150408689,0.44044241576237286,0.20023300044416192,0.22510749885442272,1.1102230246251565e-16,0.3720914693347015,0.4494589101892239,0.27965378405004515,0.3193965963820117,0.3733915462669989,0.5090972823924896,0.6141578467195872,0.22747488087262735,0.2485283293326045,0.23253371664442368,0.5218437349205655,0.23221182170067445,0.16122466197087593,0.22856163811025842,0.31778736665370055,0.24455887236730778,0.6573662760362095
bangladesh,0.4576362571388549,0.2118675631131779,0.516592541632545,0.5750631186231059,0.6735888109705568,0.3816935674846449,0.42717184210026504,0.4214956900399539,0.7405864436065879,0.6851049065544983,0.5936396833060331,0.3692929774119462,0.5016732329046394,0.6331339566518885,0.6644139765184319,0.7040173760428219,0.36574690343522165,0.5600921266117024,0.6640671381068453,0.6139073716670277,0.6326396670502228,0.4450651462179056,0.6050716331758972,0.7199761555619754,0.47504626717008014,0.38862526953629906,0.5067709253428305,0.6167956733734783,0.5111530422475876,0.5341521959088276,0.5644728938022971,0.3720914693347015,0.0,0.6101810106220837,0.4026746934396226,0.6010224521137766,0.40351909193653945,0.7311935390097256,0.7923553067757121,0.45939862169631995,0.43860188737225214,0.27104545194565166,0.7337775419911965,0.3917354397559125,0.3692322197675212,0.17164724193004932,0.5823675051908932,0.33010936519169176,0.8581013470368892
israel,0.6677818467512007,0.4878563927233812,0.4522356879330095,0.21456570220957194,0.27053181140150984,0.40153945318401574,0.4617895980281247,0.6138287139251077,0.27523583518612393,0.4706316244373554,0.2464634218444257,0.3590148493097084,0.30694013733757985,0.2442743959960455,0.43810261349644364,0.32180421890956623,0.5228292198397162,0.664546394779427,0.25365859088133436,0.45750572300304093,0.6370885871446237,0.3764280838334676,0.28537201153877145,0.25468631058883073,0.6378558296081598,0.5286992047057582,0.6260640262678543,0.2598375924751608,0.6382238919486205,0.2590742616619961,0.42346649936036806,0.4494589101892239,0.6101810106220837,0.0,0.5209544879705084,0.27231857661366865,0.45484590943831293,0.30409573880441,0.2786831125419804,0.45826603414389444,0.5291120717573914,0.48910894798919746,0.3237761799490192,0.5804028407367658,0.3675074578205947,0.5620565200322838,0.4732559354613317,0.5090097469690174,0.3254520983322936
iran,0.4610920152877286,0.3027471954087254,0.3288624330107396,0.41885156447656524,0.47223931614240056,0.2977209719322237,0.3864916283439046,0.4726837040970976,0.6188851079579117,0.37885069812854777,0.43922052601028927,0.28995682123327104,0.2956442932223091,0.4589934209339903,0.41524858379096796,0.6046487374630205,0.3361843022430091,0.5989777273475662,0.5518382889047229,0.36027260350017154,0.6261242402194869,0.3455316360032922,0.5251887098698323,0.5958745811438146,0.5374153588260656,0.3718188252927872,0.6082068795936562,0.45134485790678003,0.6241446684841299,0.39726297398098953,0.25434322929169684,0.27965378405004515,0.4026746934396226,0.5209544879705084,0.0,0.44212245773922876,0.4278536156292563,0.6308029966902566,0.7513699539017119,0.4198119844003122,0.4693094178732232,0.27606617305422343,0.6461948902938639,0.3654512177085182,0.25712290500767543,0.25402402151582737,0.35507748559883245,0.40544978827807665,0.7479012767932004
eastern-europe,0.6255054380492182,0.508242554655037,0.3204531487931278,0.13103648711248528,0.12392132302039105,0.2817571225883133,0.2987996621084028,0.6479415697580662,0.12244044264655585,0.4310756852507117,0.06506765784040835,0.3890104892717333,0.38263234694057946,0.057222364092908484,0.34244046039481624,0.12676755611066837,0.3922550706032417,0.5746598935387102,0.06464255904018568,0.43662835883209405,0.5489152317935686,0.47129149472603915,0.13941336231108792,0.08892281207490049,0.6036559103953305,0.46578311103934655,0.5908752460217211,0.08393292529084284,0.6174486898017183,0.07174005619786683,0.24037727228841343,0.3193965963820117,0.6010224521137766,0.27231857661366865,0.44212245773922876,1.1102230246251565e-16,0.32362278328005467,0.21069327990353826,0.22085293245747928,0.288730788591369,0.4350888966251131,0.3898078820528552,0.16325686176407173,0.49550299283224086,0.37273573357319145,0.5351472636178023,0.47969223877453293,0.476559393908086,0.19143112831636133
south-african,0.6329661472472841,0.2863595670065835,0.4771752880269253,0.3818872963801707,0.3990562657226653,0.39615439747570447,0.44323481080422966,0.5368691589883566,0.39643984025027745,0.5949294083592459,0.3270860571039119,0.39411320435195984,0.4588790139019948,0.36034719649158775,0.5780536179299524,0.4097240129791885,0.4868408789830536,0.6538140956185068,0.33930388791786703,0.5870383402660715,0.6072032010925636,0.4676662612886301,0.41151815845455797,0.3663304729240362,0.5912843219254573,0.5438090907654065,0.662285503626657,0.34744642858468366,0.6825958069977129,0.28796654237659125,0.4338049660964143,0.3733915462669989,0.40351909193653945,0.45484590943831293,0.4278536156292563,0.32362278328005467,0.0,0.45754620424656733,0.5025805671665179,0.41892657891147034,0.5126759913426968,0.3556034500555989,0.4138306466169466,0.49745392992029824,0.3735477062914384,0.3947316584702155,0.6156895670242026,0.30920711501816944,0.4611722779109442
belgium,0.7770921285166491,0.6735168937209325,0.5375786568307588,0.24063386468830983,0.22413598149167557,0.519508366957853,0.46843188273266523,0.7938256395516636,0.1573976556515383,0.5635029228962414,0.18886177929154646,0.5202688467660583,0.48061412519608293,0.20641543293213638,0.49320829701280766,0.17256519767647638,0.6366921828191411,0.7242011639668855,0.13219926771444857,0.5949435276524906,0.6795887798099209,0.5497971770080587,0.22734006113687455,0.13586266009249004,0.7484629208134719,0.6748647337713451,0.7150510961508263,0.22079698149260163,0.7359832875407673,0.1962868471857242,0.4623337033255499,0.5090972823924896,0.7311935390097256,0.30409573880441,0.6308029966902566,0.21069327990353826,0.45754620424656733,0.0,0.13386772838709993,0.47446385388796475,0.6242361753861487,0.5515381995880577,0.1961981940756734,0.7157356336809478,0.5418261846032082,0.7266149293890114,0.582104594670341,0.6515294024462028,0.24430674524535412
netherlands,0.8463761974429086,0.7036991151680939,0.6220497095813693,0.22639165803142003,0.26885214093218257,0.5585144892214278,0.5891680510031839,0.8255160767102139,0.09195939280908672,0.6404352546398077,0.1956753151665418,0.5808494804604745,0.5516995119346138,0.21771272554657684,0.5846654067399946,0.20526500518342572,0.6861277217913067,0.7532982271017706,0.11505269513924621,0.678970466816784,0.704099015997149,0.611618776299395,0.2460032660262902,0.1054752885168655,0.781424057044421,0.7315091072790225,0.7775433636675149,0.24500307615470274,0.7993727498533177,0.23502478100876834,0.5308206866592196,0.6141578467195872,0.7923553067757121,0.2786831125419804,0.7513699539017119,0.22085293245747928,0.5025805671665179,0.13386772838709993,0.0,0.587358991612964,0.6398372265098525,0.6664416136894873,0.1678972466432216,0.790066659685941,0.6061535825787319,0.789627033549096,0.7077350165017113,0.6749727743591433,0.13265687567834128
philippines,0.34172283525722447,0.4355930993589593,0.3368353563553438,0.34260122990910813,0.3562747544542786,0.30538376878631646,0.29634155143185703,0.38083784414238897,0.4775005121614755,0.4820994160604637,0.28627352657307004,0.39298866601601334,0.4174344013275556,0.35599649440619274,0.4216762637503916,0.43012217519115203,0.3713684218839244,0.23379366907044796,0.3780399827426043,0.4634524398837997,0.2716284275459313,0.49217960130500593,0.34221260194949854,0.4367196349375494,0.2667744510035269,0.42145876273942395,0.2862124570302236,0.2681319070301612,0.31696308862730427,0.24069104194366453,0.3471709187343375,0.22747488087262735,0.45939862169631995,0.45826603414389444,0.4198119844003122,0.288730788591369,0.41892657891147034,0.47446385388796475,0.587358991612964,0.0,0.20191705827231987,0.33085710648910527,0.5064064567149587,0.4181022248505587,0.38071150215177463,0.3897335059101438,0.44824750828394544,0.3690490193165722,0.5685782701040389
indonesia,0.3245405157213036,0.36490186055700413,0.3643123442463616,0.4098918061777156,0.4407795188652862,0.26299275759588747,0.2784507370798719,0.28054394733949717,0.5878699305802735,0.48649180098578004,0.35370052082634273,0.34197361484027333,0.39871536219535475,0.4668858861181887,0.4634605830455797,0.5462882141129962,0.29069479195896153,0.22601814074790638,0.5178908093706914,0.45492847959464644,0.3134300226118535,0.46303219039888177,0.3780933670285167,0.5457656667179842,0.20940442860764064,0.3248730419632926,0.26639096651520466,0.38711884590816914,0.2836656313184931,0.318942605003002,0.40232332231249657,0.2485283293326045,0.43860188737225214,0.5291120717573914,0.4693094178732232,0.4350888966251131,0.5126759913426968,0.6242361753861487,0.6398372265098525,0.20191705827231987,0.0,0.3702135467609119,0.6098008579338882,0.3236812783069476,0.3497472893940573,0.354912050874311,0.4669585205197594,0.34177887177285904,0.6641484282839586
east-african,0.4434749438722385,0.1952117214131266,0.3433802012547831,0.389523308829004,0.46790925385124427,0.2681295243366947,0.32822368829886095,0.38286819018962803,0.5708913056021762,0.45709269833277255,0.39335334825576607,0.2291402972953056,0.2943041160741514,0.45826949157583285,0.4545926678862414,0.5253362331674833,0.2878811925012169,0.4483454405088614,0.47686798577275913,0.4043773927558879,0.5196602109607951,0.285216123037237,0.45163940316290296,0.5304385904846212,0.39966639215272315,0.3174220177934973,0.45072764846913393,0.4380458372859196,0.46187725905461385,0.33023107535326546,0.2997649186182386,0.23253371664442368,0.27104545194565166,0.48910894798919746,0.27606617305422343,0.3898078820528552,0.3556034500555989,0.5515381995880577,0.6664416136894873,0.33085710648910527,0.3702135467609119,1.1102230246251565e-16,0.5573218554572195,0.3083750932200714,0.22071160824685188,0.19075291037659547,0.3842023729423928,0.24127877666639463,0.6948179789512821
switzerland,0.7787375353883546,0.6410604220264926,0.5280718023804752,0.23020336615768766,0.20645808193773674,0.47232450849804886,0.5045898496719642,0.7837962484310729,0.13876385249786338,0.5619540074276554,0.18958349014203502,0.5426833558671982,0.512584494160556,0.15855278924222738,0.4768950081684412,0.20165737510490833,0.5964062799326983,0.7149630316267162,0.12764939486644522,0.5927214318138794,0.6980930831410042,0.5892025055104795,0.25647569026693906,0.12294776047325706,0.7532500208723172,0.6512351844242006,0.7378172518352434,0.2092703591735945,0.7574299217680944,0.21503439389620538,0.4247240200137554,0.5218437349205655,0.7337775419911965,0.3237761799490192,0.6461948902938639,0.16325686176407173,0.4138306466169466,0.1961981940756734,0.1678972466432216,0.5064064567149587,0.6098008579338882,0.5573218554572195,0.0,0.7091869644874658,0.5370846814489652,0.714164237778688,0.6349672522574089,0.6174710089755786,0.17925289298915648
west-african,0.47511232923037683,0.2990336034774983,0.2877343342343335,0.5017299193171753,0.5503055524765641,0.2397374124934648,0.27528949008253123,0.3979699773721307,0.7348762959488826,0.4774243757040054,0.4756731666411441,0.25419706665554387,0.3654511618346892,0.5416640899596183,0.43928632624427555,0.6501960438269623,0.21495920690373393,0.5487232097529127,0.6319782609419713,0.3883708888173547,0.6041076704669264,0.33264716995393795,0.5032842262312736,0.669372975417245,0.48448219250325286,0.2603520082293779,0.5211158812061818,0.5034373761545878,0.5327813140496076,0.41485674575276454,0.3177987760265626,0.23221182170067445,0.3917354397559125,0.5804028407367658,0.3654512177085182,0.49550299283224086,0.49745392992029824,0.7157356336809478,0.790066659685941,0.4181022248505587,0.3236812783069476,0.3083750932200714,0.7091869644874658,1.1102230246251565e-16,0.21978248713149873,0.26891246406930847,0.48337154937026217,0.3379710268359267,0.8330391559027627
north-african,0.4595146601646193,0.16724271890840048,0.17815847940473983,0.28737969176032785,0.36470382512729116,0.16482120445136728,0.2645942932420585,0.3753451938499701,0.5457088728118287,0.27653324763004794,0.32828263115548206,0.05285962368650199,0.10273393384938545,0.38801674771474615,0.28899581495280424,0.5187937747840048,0.213442570603942,0.5170441953439513,0.4657277035364369,0.20514955153391723,0.5828292979321671,0.07506068211377237,0.387349830916473,0.5002720367182201,0.4538485978568775,0.22835902041383394,0.5154061642111611,0.37043435216730225,0.5289831147040953,0.282001608703765,0.2341750209147554,0.16122466197087593,0.3692322197675212,0.3675074578205947,0.25712290500767543,0.37273573357319145,0.3735477062914384,0.5418261846032082,0.6061535825787319,0.38071150215177463,0.3497472893940573,0.22071160824685188,0.5370846814489652,0.21978248713149873,0.0,0.18249123019229685,0.25698303782027854,0.2795058715473996,0.6552517827317466
pakistan,0.3883141270524736,0.07776960190635651,0.36376438919181064,0.5179651510298966,0.5799089198255163,0.2628003667573393,0.37104508048550267,0.30893662985144765,0.7099420432194314,0.5218754881349754,0.5043218358795032,0.19546544270588906,0.31595718003266016,0.5652709221719672,0.5142513695875657,0.6871268061808733,0.2619885230365484,0.47470916620387993,0.6526180400844904,0.44995961512875615,0.5692840778414552,0.2686578461708504,0.5366035909611189,0.6870811952318103,0.37680489944573525,0.2822694118244945,0.48493866903471794,0.5215521911163632,0.4939643944945107,0.4372085566951036,0.3449174869820181,0.22856163811025842,0.17164724193004932,0.5620565200322838,0.25402402151582737,0.5351472636178023,0.3947316584702155,0.7266149293890114,0.789627033549096,0.3897335059101438,0.354912050874311,0.19075291037659547,0.714164237778688,0.26891246406930847,0.18249123019229685,2.220446049250313e-16,0.43796142110744385,0.25858425519355266,0.8453868766632537
lebanon,0.540715514182297,0.45612213451490846,0.24138983576213113,0.38231733035543214,0.38601174467108723,0.32681424924881,0.37841536965405165,0.5676094545984648,0.6315829382468483,0.1689385298899745,0.4150775900923438,0.2436440654649107,0.1049624613066854,0.45131201143020017,0.28385865910075336,0.5905390101491103,0.41671521452664284,0.6267584243479651,0.5515715258086287,0.15509199684063035,0.656680760507584,0.2405469483185403,0.47580771273011613,0.5818497768728395,0.5787771511844451,0.39988323015809324,0.6005538782026875,0.4327332279557108,0.6068047832748422,0.3893920615930825,0.3225246393766271,0.31778736665370055,0.5823675051908932,0.4732559354613317,0.35507748559883245,0.47969223877453293,0.6156895670242026,0.582104594670341,0.7077350165017113,0.44824750828394544,0.4669585205197594,0.3842023729423928,0.6349672522574089,0.48337154937026217,0.25698303782027854,0.43796142110744385,0.0,0.49782903028295644,0.7439269462422406
malaysia,0.411371668950543,0.1507442145351704,0.4079941355031159,0.44515935504592863,0.5026993088796787,0.32505540603516214,0.4116436290914287,0.21561265164291588,0.6022728921596223,0.5579147902552993,0.4058174069468694,0.290832359891402,0.3911306789570951,0.5286184237102544,0.5239665114013043,0.5832694945527483,0.3795920156920337,0.4436277142599748,0.5388666761312726,0.4934190415551615,0.5267789023711211,0.36366328287668936,0.495343563251031,0.5610529769650581,0.34679950410991345,0.40306313564413654,0.5126995811585966,0.49927273865705357,0.5284962259005828,0.3585989346300611,0.40973534048268057,0.24455887236730778,0.33010936519169176,0.5090097469690174,0.40544978827807665,0.476559393908086,0.30920711501816944,0.6515294024462028,0.6749727743591433,0.3690490193165722,0.34177887177285904,0.24127877666639463,0.6174710089755786,0.3379710268359267,0.2795058715473996,0.25858425519355266,0.49782903028295644,0.0,0.701881851700012
austria,0.8675791858173345,0.7534399048312369,0.6205440487331209,0.2330379506223874,0.22206660827636182,0.5627843652236924,0.6036836888643821,0.8681216970393265,0.09905868871514412,0.6515263614469489,0.18870369348694271,0.6426346692789728,0.6075678834662226,0.18955019499852666,0.5786264485621827,0.2001075504639921,0.7148041265641049,0.780304147489824,0.12852482753597816,0.6935128371786404,0.7127951196552371,0.7038454251835136,0.27417164696050467,0.10680315322906431,0.8200597833622265,0.7683565634771642,0.8025612203772559,0.21984010929510223,0.8265750090936306,0.24380898357094727,0.5234214502106025,0.6573662760362095,0.8581013470368892,0.3254520983322936,0.7479012767932004,0.19143112831636133,0.4611722779109442,0.24430674524535412,0.13265687567834128,0.5685782701040389,0.6641484282839586,0.6948179789512821,0.17925289298915648,0.8330391559027627,0.6552517827317466,0.8453868766632537,0.7439269462422406,0.701881851700012,1.1102230246251565e-16
