,vietnamese,indian,spanish_portuguese,jewish,french,central_southamerican,cajun_creole,thai,scandinavian,greek,american,african,middleeastern,easterneuropean_russian,italian,irish,mexican,chinese,german,mediterranean,japanese,moroccan,southern_soulfood,english_scottish,asian,southwestern,east_asian,western,korean,canada,turkey,caribbean,bangladesh,israel,iran,eastern-europe,south-african,belgium,netherlands,philippines,indonesia,east-african,switzerland,west-african,north-african,pakistan,lebanon,malaysia,austria
japanese,0.3382576065101994,0.5700274671313492,0.5461851112815059,0.525816530022531,0.5704112162878776,0.5356845701189892,0.47362303210932755,0.36769636802641326,0.6251318188426206,0.642320898819846,0.5000950202249492,0.5693156604547045,0.5926706315785952,0.5705408139779007,0.6421516905104262,0.605805409072706,0.5933813905260387,0.17352120111209068,0.5760303307532633,0.6266825870584856,1.1102230246251565e-16,0.6489468515724042,0.5389647703360572,0.6158320215845909,0.14409406447433004,0.5997235678092134,0.18387587758486112,0.48146211574620823,0.2180641310433421,0.4705739965096991,0.6090338391656516,0.4664306238869589,0.6326396670502228,0.6370885871446237,0.6261242402194869,0.5489152317935686,0.6072032010925636,0.6795887798099209,0.704099015997149,0.2716284275459313,0.3134300226118535,0.5196602109607951,0.6980930831410042,0.6041076704669264,0.5828292979321671,0.5692840778414552,0.656680760507584,0.5267789023711211,0.7127951196552371
moroccan,0.5072071297819791,0.23945524102327942,0.21120284807232848,0.3230667468596845,0.3952762501613988,0.2477647915667598,0.3675120481685705,0.4203650564618482,0.5779187670606081,0.24820805280451208,0.4080093307542991,0.038728699286658896,0.07514742201151026,0.43904867021914373,0.3215116478910438,0.5805340000660921,0.33188460763919814,0.5896443683164025,0.5195225567717234,0.17847717638204375,0.6489468515724042,0.0,0.4468765970991,0.5466430606625355,0.5041796423393157,0.28840675747048805,0.6044618634447105,0.45284287969191017,0.6142628021488885,0.3738061358237176,0.3197802248792381,0.2539879929434743,0.4450651462179056,0.3764280838334676,0.3455316360032922,0.47129149472603915,0.4676662612886301,0.5497971770080587,0.611618776299395,0.49217960130500593,0.46303219039888177,0.285216123037237,0.5892025055104795,0.33264716995393795,0.07506068211377237,0.2686578461708504,0.2405469483185403,0.36366328287668936,0.7038454251835136
southern_soulfood,0.5847168573749175,0.47793671981299457,0.3127984905944259,0.20528860751359446,0.12602171014398278,0.24008674367096883,0.2183547506547081,0.5774140986970225,0.17587806655890614,0.415178979210565,0.08319169699764883,0.3569246303860929,0.34706675083507177,0.1260856065044066,0.3251015571015604,0.16003974804762577,0.33501273141233623,0.527813958555958,0.1552426622683718,0.4171076131448781,0.5389647703360572,0.4468765970991,1.1102230246251565e-16,0.12838121697307292,0.5328475918872206,0.3522346724415578,0.5335209258395579,0.11384395096968825,0.5557853383967699,0.0962802994675861,0.31781637161263687,0.30675110907484215,0.6050716331758972,0.28537201153877145,0.5251887098698323,0.13941336231108792,0.41151815845455797,0.22734006113687455,0.2460032660262902,0.34221260194949854,0.3780933670285167,0.45163940316290296,0.25647569026693906,0.5032842262312736,0.387349830916473,0.5366035909611189,0.47580771273011613,0.495343563251031,0.27417164696050467
english_scottish,0.7341523593125077,0.6006253100409202,0.4594357797660129,0.16491099945150234,0.11072320926728463,0.4050705299524361,0.42921229065608213,0.7361229226848316,0.05192393114517524,0.5074784401709387,0.07563527227636413,0.49091156681007553,0.45226954040221423,0.08291589459534021,0.43027022563760997,0.06648719739162878,0.5476885427617029,0.6685922813200611,0.05808394356457225,0.5296878413547186,0.6158320215845909,0.5466430606625355,0.12838121697307292,0.0,0.6863705767033114,0.5938448124635332,0.6970563654775277,0.12016384438854544,0.7222392090690843,0.1042673279319033,0.38928919282296626,0.47157191099657025,0.7199761555619754,0.25468631058883073,0.5958745811438146,0.08892281207490049,0.3663304729240362,0.13586266009249004,0.1054752885168655,0.4367196349375494,0.5457656667179842,0.5304385904846212,0.12294776047325706,0.669372975417245,0.5002720367182201,0.6870811952318103,0.5818497768728395,0.5610529769650581,0.10680315322906431
asian,0.16544209873891902,0.36768850215421156,0.4715824397782302,0.5582396710242213,0.590798905386326,0.4082003520034113,0.40156479438752835,0.13400829549886883,0.7069814757748574,0.608678009513036,0.5117505513191674,0.41704822503379857,0.49323238632377164,0.6197512642567209,0.5926028055043353,0.6751030322762543,0.4465122110391295,0.07239389725961864,0.6545618773444088,0.5599781515452151,0.14409406447433004,0.5041796423393157,0.5328475918872206,0.6863705767033114,0.0,0.41833234087687976,0.16731321014400558,0.5518711246098917,0.18012918208632134,0.46715349807971185,0.5650634845944209,0.33606394224904856,0.47504626717008014,0.6378558296081598,0.5374153588260656,0.6036559103953305,0.5912843219254573,0.7484629208134719,0.781424057044421,0.2667744510035269,0.20940442860764064,0.39966639215272315,0.7532500208723172,0.48448219250325286,0.4538485978568775,0.37680489944573525,0.5787771511844451,0.34679950410991345,0.8200597833622265
southwestern,0.3684720472556088,0.2873298645432837,0.2248688964572476,0.45977274346228714,0.4640724854701187,0.06351579018746223,0.2350847205521711,0.34632887007913493,0.6599760181554429,0.3983980732873036,0.39510370321732036,0.21598801586182947,0.2835688536011458,0.47249120248138254,0.3624232210908509,0.5967338103204011,0.05253257716957571,0.4880960087494546,0.5835709253622875,0.32993621535883455,0.5997235678092134,0.28840675747048805,0.3522346724415578,0.5938448124635332,0.41833234087687976,1.1102230246251565e-16,0.4548509585168542,0.44218373212393847,0.46064613096833684,0.3533169417143217,0.3331288329381764,0.16620567697269995,0.38862526953629906,0.5286992047057582,0.3718188252927872,0.46578311103934655,0.5438090907654065,0.6748647337713451,0.7315091072790225,0.42145876273942395,0.3248730419632926,0.3174220177934973,0.6512351844242006,0.2603520082293779,0.22835902041383394,0.2822694118244945,0.39988323015809324,0.40306313564413654,0.7683565634771642
east_asian,0.29498941296324976,0.5235597739346082,0.5155800769328196,0.5651209127924695,0.6132454635403954,0.45387554505343297,0.41306577358185514,0.34527236925676896,0.7208241936815335,0.6387804581172095,0.5474064213612898,0.5105004227736532,0.5426732901596105,0.6054261194166044,0.6094324270910196,0.6810652849186298,0.4547393860624912,0.14253339248756858,0.6521570029912817,0.6033002528306199,0.18387587758486112,0.6044618634447105,0.5335209258395579,0.6970563654775277,0.16731321014400558,0.4548509585168542,0.0,0.5112477854898125,0.005827112446469163,0.49942830248522574,0.5694999046772629,0.4218022174214239,0.5067709253428305,0.6260640262678543,0.6082068795936562,0.5908752460217211,0.662285503626657,0.7150510961508263,0.7775433636675149,0.2862124570302236,0.26639096651520466,0.45072764846913393,0.7378172518352434,0.5211158812061818,0.5154061642111611,0.48493866903471794,0.6005538782026875,0.5126995811585966,0.8025612203772559
western,0.5898690332042598,0.4968463248241537,0.30291549265376116,0.14048314168524034,0.10883523427386155,0.2713474207735205,0.3025599343643327,0.607705409151305,0.1468828944321433,0.3744820648373155,0.07462747582962892,0.36554259657039856,0.33703525778187216,0.08648128240072672,0.2958482828667872,0.1704650892794698,0.39252893140246015,0.5240245792913574,0.111757303977706,0.39122715199336877,0.48146211574620823,0.45284287969191017,0.11384395096968825,0.12016384438854544,0.5518711246098917,0.44218373212393847,0.5112477854898125,0.0,0.5451969900868203,0.07907422069885495,0.28143687737543066,0.3100220150408689,0.6167956733734783,0.2598375924751608,0.45134485790678003,0.08393292529084284,0.34744642858468366,0.22079698149260163,0.24500307615470274,0.2681319070301612,0.38711884590816914,0.4380458372859196,0.2092703591735945,0.5034373761545878,0.37043435216730225,0.5215521911163632,0.4327332279557108,0.49927273865705357,0.21984010929510223
korean,0.2953848901851691,0.5344339221470733,0.5335993794964156,0.5935731233618764,0.6362341321367493,0.4678637183291239,0.427963119073559,0.3497945191996539,0.7484223569390827,0.6514431621741685,0.573234282534204,0.5228044950694722,0.5508307703830446,0.6312217911148663,0.6215465037281572,0.7051574857351197,0.46201255502270244,0.16689779901818702,0.6818129971713587,0.613211795001408,0.2180641310433421,0.6142628021488885,0.5557853383967699,0.7222392090690843,0.18012918208632134,0.46064613096833684,0.005827112446469163,0.5451969900868203,0.0,0.5253603784512485,0.5823137361729931,0.44044241576237286,0.5111530422475876,0.6382238919486205,0.6241446684841299,0.6174486898017183,0.6825958069977129,0.7359832875407673,0.7993727498533177,0.31696308862730427,0.2836656313184931,0.46187725905461385,0.7574299217680944,0.5327813140496076,0.5289831147040953,0.4939643944945107,0.6068047832748422,0.5284962259005828,0.8265750090936306
canada,0.5119040002872439,0.38935599191048653,0.2476675083931783,0.13142818652372568,0.10096090121244694,0.1938575290566933,0.21958255225555912,0.4990977201740734,0.16343449729901427,0.3466972713872568,0.013355156904790166,0.28708134654621786,0.2835811311227463,0.10192545509438034,0.25579685924500584,0.15354967123105767,0.30049900064105894,0.4663159309542192,0.10565894353405814,0.34795969821719575,0.4705739965096991,0.3738061358237176,0.0962802994675861,0.1042673279319033,0.46715349807971185,0.3533169417143217,0.49942830248522574,0.07907422069885495,0.5253603784512485,0.0,0.21693695387678658,0.20023300044416192,0.5341521959088276,0.2590742616619961,0.39726297398098953,0.07174005619786683,0.28796654237659125,0.1962868471857242,0.23502478100876834,0.24069104194366453,0.318942605003002,0.33023107535326546,0.21503439389620538,0.41485674575276454,0.282001608703765,0.4372085566951036,0.3893920615930825,0.3585989346300611,0.24380898357094727
